Wikipedia ID,Movie Name,Year,Character Name,Count
7024876,hello dolly!,1969,Irene Molloy,7
7024876,hello dolly!,1969,Ambrose Kemper,6
7024876,hello dolly!,1969,Ermengarde,4
7024876,hello dolly!,1969,Gussie Granger,2
7024876,hello dolly!,1969,Dolly Levi's,2
42147,midnight cowboy,1969,Joe Buck,42
42147,midnight cowboy,1969,"Enrico ""Ratso"" Rizzo",15
42147,midnight cowboy,1969,Crazy Annie,3
42147,midnight cowboy,1969,Sally Buck,2
237134,"paris, texas",1984,Travis Henderson,23
237134,"paris, texas",1984,Walt Henderson,11
237134,"paris, texas",1984,Telling Hunter,11
237134,"paris, texas",1984,Jane,9
237134,"paris, texas",1984,Anne,5
19596597,sherlock holmes,2009,Sherlock Holmes,22
19596597,sherlock holmes,2009,John Watson,9
19596597,sherlock holmes,2009,Luke Reordan,5
19596597,sherlock holmes,2009,Lord Coward,5
19596597,sherlock holmes,2009,Irene Adler,4
19596597,sherlock holmes,2009,Thomas Rotheram,3
19596597,sherlock holmes,2009,Blackwood,3
19596597,sherlock holmes,2009,Standish,2
19596597,sherlock holmes,2009,Moriarty,2
45606,zorba the greek,1964,Basil,31
45606,zorba the greek,1964,Zorba,28
3565461,mars attacks!,1996,"James ""Jimmy"" Dale",6
3565461,mars attacks!,1996,Donald Kessler,2
29782,the big lebowski,1998,Dude,40
29782,the big lebowski,1998,Bunny Lebowski,12
29782,the big lebowski,1998,Walter,12
29782,the big lebowski,1998,Maude Lebowski,7
29782,the big lebowski,1998,Jackie Treehorn's,4
29782,the big lebowski,1998,Jeffrey Lebowski,3
29782,the big lebowski,1998,Larry Sellers,2
5308985,how the grinch stole christmas!,1966,Grinch,12
5308985,how the grinch stole christmas!,1966,Max,6
5308985,how the grinch stole christmas!,1966,Cindy Lou Who,2
5308985,how the grinch stole christmas!,1966,Whoville,2
261402,robin hood: prince of thieves,1991,Robin Hood,29
261402,robin hood: prince of thieves,1991,Will Scarlett,3
261402,robin hood: prince of thieves,1991,Mortianna,3
261402,robin hood: prince of thieves,1991,Nottingham Castle,2
261402,robin hood: prince of thieves,1991,Friar Tuck,2
261402,robin hood: prince of thieves,1991,Richard,2
261402,robin hood: prince of thieves,1991,Marian,2
261402,robin hood: prince of thieves,1991,Peter,2
537024,eternal sunshine of the spotless mind,2004,Joel beckons Clementine,9
537024,eternal sunshine of the spotless mind,2004,Mary,2
1645634,the big sleep,1978,Philip Marlowe,12
1645634,the big sleep,1978,Arthur Geiger,4
1645634,the big sleep,1978,Eddie Mars,3
1645634,the big sleep,1978,Joe Brody,3
1645634,the big sleep,1978,Rusty Regan,2
1645634,the big sleep,1978,Harry Jones,2
1645634,the big sleep,1978,Mona,2
17384479,ransom,1975,Martin Shepherd,5
4836239,the sound of music,1965,Maria,19
4836239,the sound of music,1965,Max Detweiler,3
4836239,the sound of music,1965,Georg von Trapp,2
4836239,the sound of music,1965,Trapps,2
173941,the lord of the rings: the fellowship of the ring,2001,Samwise Gamgee,7
173941,the lord of the rings: the fellowship of the ring,2001,Boromir,6
173941,the lord of the rings: the fellowship of the ring,2001,Frodo Baggins,5
173941,the lord of the rings: the fellowship of the ring,2001,Nazgûl,5
173941,the lord of the rings: the fellowship of the ring,2001,Pippin,4
173941,the lord of the rings: the fellowship of the ring,2001,Merry,4
173941,the lord of the rings: the fellowship of the ring,2001,Legolas,3
173941,the lord of the rings: the fellowship of the ring,2001,Saruman the White,2
173941,the lord of the rings: the fellowship of the ring,2001,Rivendell,2
173941,the lord of the rings: the fellowship of the ring,2001,Gollum,2
173941,the lord of the rings: the fellowship of the ring,2001,Gimli,2
173941,the lord of the rings: the fellowship of the ring,2001,Lurtz,2
1584998,black christmas,1974,Clare Harrison,12
1584998,black christmas,1974,Peter Smythe,10
1584998,black christmas,1974,"Barbara ""Barb"" Coard  jokingly",7
1584998,black christmas,1974,Jess Bradford,6
1584998,black christmas,1974,MacHenry,3
1584998,black christmas,1974,Phyllis,3
1584998,black christmas,1974,Chris,2
33502433,the silver linings playbook,2012,Pat Solatano,5
303928,escape from the planet of the apes,1971,Zira,17
303928,escape from the planet of the apes,1971,Lewis Dixon,6
303928,escape from the planet of the apes,1971,Otto Hasslein,5
303928,escape from the planet of the apes,1971,Milo,5
303928,escape from the planet of the apes,1971,Cornelius,4
303928,escape from the planet of the apes,1971,Taylor,3
303928,escape from the planet of the apes,1971,Señor Armando,2
303928,escape from the planet of the apes,1971,Heloise,2
31557,"the good, the bad and the ugly",1966,Tuco Ramirez,39
31557,"the good, the bad and the ugly",1966,Blondie,37
31557,"the good, the bad and the ugly",1966,Angel Eyes's,16
31557,"the good, the bad and the ugly",1966,Bill Carson,6
31557,"the good, the bad and the ugly",1966,Stevens,4
31557,"the good, the bad and the ugly",1966,Arch Stanton's,3
31557,"the good, the bad and the ugly",1966,Wallace,2
31557,"the good, the bad and the ugly",1966,Baker,2
9718646,all quiet on the western front,1979,Paul Baumer,20
9718646,all quiet on the western front,1979,Stanislaus Katzinsky,5
9718646,all quiet on the western front,1979,Himmelstoss,3
9718646,all quiet on the western front,1979,Franz Kemmerich,2
509676,glory,1989,Robert Gould Shaw,10
509676,glory,1989,Thomas Searles,2
509676,glory,1989,John Rawlins,2
509676,glory,1989,Lincoln,2
3822528,satyricon,1969,Encolpio,15
3822528,satyricon,1969,Eumolpo,5
3822528,satyricon,1969,Lichas,4
3822528,satyricon,1969,Gitone,3
3822528,satyricon,1969,Ariadne,2
805053,before sunrise,1995,Jesse,10
4440277,highlander,1986,Connor MacLeod,13
4440277,highlander,1986,Brenda,7
4440277,highlander,1986,Kurgan,6
4440277,highlander,1986,Lobos Ramirez,5
4440277,highlander,1986,Iman Fasil,2
5587473,aladdin,1992,Hassim,7
5587473,aladdin,1992,Fatima,5
5587473,aladdin,1992,Roc,2
45568,the abyss,1989,"Virgil ""Bud"" Brigman",14
45568,the abyss,1989,Hiram Coffey,7
487300,fanny and alexander,1982,Emilie,5
487300,fanny and alexander,1982,Ekdahl,2
324616,my cousin vinny,1992,Vinny,29
324616,my cousin vinny,1992,Billy Gambini,10
324616,my cousin vinny,1992,Chamberlain Haller,8
324616,my cousin vinny,1992,Mona Lisa Vito,8
324616,my cousin vinny,1992,Stan Rothenstein,7
324616,my cousin vinny,1992,Jerry Gallo,3
324616,my cousin vinny,1992,Vincent Gambini,2
933321,kelly's heroes,1970,Kelly,6
933321,kelly's heroes,1970,Tiger,2
933321,kelly's heroes,1970,Colt,2
11862690,juno,2007,Juno MacGuff,19
11862690,juno,2007,Mark,7
11862690,juno,2007,Vanessa Loring,6
11862690,juno,2007,Paulie Bleeker,3
13950959,shutter island,2010,Andrew Laeddis,13
13950959,shutter island,2010,Daniels,11
13950959,shutter island,2010,John Cawley,8
13950959,shutter island,2010,Chuck Aule,5
13950959,shutter island,2010,Sheehan,4
13950959,shutter island,2010,George Noyce,3
13950959,shutter island,2010,Ashecliffe,3
13950959,shutter island,2010,Rachel Solando,2
1885499,au hasard balthazar,1966,Marie,4
1353086,the fearless vampire killers,1967,Sarah,9
1353086,the fearless vampire killers,1967,Alfred,5
1353086,the fearless vampire killers,1967,Abronsius,4
1353086,the fearless vampire killers,1967,Herbert,4
1353086,the fearless vampire killers,1967,Yoine Shagal,2
7865906,bridge to terabithia,1985,Leslie Burke,10
7865906,bridge to terabithia,1985,Jess,5
7865906,bridge to terabithia,1985,Terabithia,2
7865906,bridge to terabithia,1985,Edmunds,2
22771725,the revenant,2009,Joey Leubner,17
22771725,the revenant,2009,Janet,8
22771725,the revenant,2009,Bart Gregory,7
431014,big fish,2003,Edward Bloom,25
431014,big fish,2003,Sandra Templeton,4
431014,big fish,2003,Norther Winslow,4
431014,big fish,2003,Amos Calloway,4
431014,big fish,2003,Don Price,4
431014,big fish,2003,Jenny,3
431014,big fish,2003,Karl,3
431014,big fish,2003,Joséphine,2
431014,big fish,2003,Spectre,2
431014,big fish,2003,Ashton,2
65834,schindler's list,1993,Oskar Schindler,8
65834,schindler's list,1993,Amon Goeth,5
65834,schindler's list,1993,the Kraków Ghetto,4
65834,schindler's list,1993,Itzhak Stern,4
481649,basic instinct,1992,Nick Curran,33
481649,basic instinct,1992,Catherine Tramell,30
481649,basic instinct,1992,Beth Garner,15
481649,basic instinct,1992,Gus Moran,11
481649,basic instinct,1992,Marty Nilsen,4
443718,days of heaven,1978,Bill,9
443718,days of heaven,1978,Abby,8
443718,days of heaven,1978,Linda,3
174560,willy wonka & the chocolate factory,1971,Charlie Bucket,15
174560,willy wonka & the chocolate factory,1971,Grandpa Joe,8
174560,willy wonka & the chocolate factory,1971,Augustus Gloop,2
174560,willy wonka & the chocolate factory,1971,Mike Teavee,2
2969247,quantum of solace,2008,Camille Montes,9
2969247,quantum of solace,2008,Dominic Greene,9
2969247,quantum of solace,2008,Medrano,7
2969247,quantum of solace,2008,Mitchell,4
2969247,quantum of solace,2008,Felix Leiter,3
2969247,quantum of solace,2008,Yusef Kabira,3
2969247,quantum of solace,2008,Strawberry Fields,2
2969247,quantum of solace,2008,MI6,2
872441,first blood,1982,John Rambo,9
872441,first blood,1982,Art Galt,6
872441,first blood,1982,Sam Trautman,4
177906,labyrinth,1986,Sarah,22
177906,labyrinth,1986,Jareth,9
177906,labyrinth,1986,Hoggle,7
177906,labyrinth,1986,Ludo,3
177906,labyrinth,1986,Didymus,2
348737,mrs. doubtfire,1993,Daniel Hillard,15
348737,mrs. doubtfire,1993,Euphegenia Doubtfire,12
348737,mrs. doubtfire,1993,Jonathan Lundy,8
348737,mrs. doubtfire,1993,Miranda,6
348737,mrs. doubtfire,1993,Chris,4
348737,mrs. doubtfire,1993,Natalie,2
3261733,pan's labyrinth,2006,Ofelia,13
3261733,pan's labyrinth,2006,Moanna,3
3261733,pan's labyrinth,2006,Carmen,2
695266,lethal weapon 3,1992,Jack Travis,16
695266,lethal weapon 3,1992,Roger Murtaugh,9
695266,lethal weapon 3,1992,Martin Riggs,5
695266,lethal weapon 3,1992,Murphy,4
695266,lethal weapon 3,1992,Darryl,3
6268880,on her majesty's secret service,1969,Ernst Stavro Blofeld,16
6268880,on her majesty's secret service,1969,Tracy,10
6268880,on her majesty's secret service,1969,Irma Bunt,3
6268880,on her majesty's secret service,1969,Hilary Bray,2
6268880,on her majesty's secret service,1969,Piz Gloria,2
24319139,the social network,2010,Mark Zuckerberg,32
24319139,the social network,2010,Eduardo Saverin,11
24319139,the social network,2010,Tyler Winklevoss,9
24319139,the social network,2010,Erica Albright,3
24319139,the social network,2010,Divya Narendra,3
24319139,the social network,2010,Christy Lee,3
24319139,the social network,2010,Cameron,2
399433,pocahontas,1995,Ratcliffe,4
399433,pocahontas,1995,Thomas,4
399433,pocahontas,1995,Grandmother Willow,3
399433,pocahontas,1995,John Smith,2
84931,witness,1985,Rachel Lapp,14
84931,witness,1985,Paul Schaeffer,9
84931,witness,1985,Samuel,9
84931,witness,1985,John tricks,4
84931,witness,1985,Sergeant Eldon Carter,3
84931,witness,1985,Daniel Hochleitner,3
84931,witness,1985,John Book,2
171562,american history x,1998,Danny watches,16
171562,american history x,1998,Eventually Derek,12
171562,american history x,1998,Bob Sweeney,6
171562,american history x,1998,Murray,5
171562,american history x,1998,Cameron Alexander,3
171562,american history x,1998,Seth Ryan,2
171562,american history x,1998,Lamont,2
9834441,harry potter and the deathly hallows: part i,2010,"Harry, Hermione",22
9834441,harry potter and the deathly hallows: part i,2010,Harry and Ron,9
9834441,harry potter and the deathly hallows: part i,2010,Voldemort,8
9834441,harry potter and the deathly hallows: part i,2010,Albus Dumbledore's,5
9834441,harry potter and the deathly hallows: part i,2010,Dobby Apparates,3
9834441,harry potter and the deathly hallows: part i,2010,Scrimgeour,3
9834441,harry potter and the deathly hallows: part i,2010,Horcruxes,3
9834441,harry potter and the deathly hallows: part i,2010,Gellert Grindelwald,2
9834441,harry potter and the deathly hallows: part i,2010,Grimmauld Place,2
9834441,harry potter and the deathly hallows: part i,2010,George Weasley,2
234537,equilibrium,2002,John Preston,13
234537,equilibrium,2002,Realizing Partridge,5
234537,equilibrium,2002,Mary O'Brien's,5
4597853,the devil wears prada,2006,"Andrea ""Andy"" Sachs",49
4597853,the devil wears prada,2006,Miranda,13
4597853,the devil wears prada,2006,Nigel,6
4597853,the devil wears prada,2006,Jacqueline Follet,5
4597853,the devil wears prada,2006,Emily Charlton,2
4597853,the devil wears prada,2006,James Holt's,2
5989305,breathless,1960,Jesse Lujack,9
5989305,breathless,1960,Monica Poiccard,4
5989305,breathless,1960,Jerry Lee Lewis',2
77856,mary poppins,1964,Mary Poppins',25
77856,mary poppins,1964,Winifred Banks,24
77856,mary poppins,1964,Bert,14
77856,mary poppins,1964,Michael,5
77856,mary poppins,1964,George Banks',4
77856,mary poppins,1964,Dawes Jr.,3
77856,mary poppins,1964,Uncle Albert's,2
77856,mary poppins,1964,Katie Nanna,2
77856,mary poppins,1964,Jane,2
456587,videodrome,1983,Max Renn,21
456587,videodrome,1983,Nicki Brand,5
456587,videodrome,1983,Barry Convex,3
456587,videodrome,1983,Brian O'Blivion,2
456587,videodrome,1983,Masha,2
3586028,django,1966,Jackson,6
3586028,django,1966,Django,6
1707516,escape from alcatraz,1979,Frank Morris,8
1707516,escape from alcatraz,1979,Doc,4
1707516,escape from alcatraz,1979,Wolf,3
1707516,escape from alcatraz,1979,Clarence Anglin,2
101954,the english patient,1996,Geoffrey Clifton,4
101954,the english patient,1996,Hana,4
101954,the english patient,1996,David Caravaggio,3
101954,the english patient,1996,the Tiger Moth,2
101954,the english patient,1996,Kip,2
670407,harry potter and the order of the phoenix,2007,"Harry, Hermione, Ron",55
670407,harry potter and the order of the phoenix,2007,Voldemort,18
670407,harry potter and the order of the phoenix,2007,Albus Dumbledore,9
670407,harry potter and the order of the phoenix,2007,Cho Chang,5
670407,harry potter and the order of the phoenix,2007,Bellatrix Lestrange,3
670407,harry potter and the order of the phoenix,2007,Lucius Malfoy,3
670407,harry potter and the order of the phoenix,2007,Arthur Weasley,2
670407,harry potter and the order of the phoenix,2007,Ginny,2
957359,the mummy returns,2001,Alex visions,14
957359,the mummy returns,2001,Rick,13
957359,the mummy returns,2001,Evelyn O'Connell,6
957359,the mummy returns,2001,Anck-su-namun,5
957359,the mummy returns,2001,Jonathan,5
957359,the mummy returns,2001,Ahm Shere,4
957359,the mummy returns,2001,Anubis,2
27279709,rise of the planet of the apes,2011,Douglas Hunsiker,6
27279709,rise of the planet of the apes,2011,Redwood,3
27279709,rise of the planet of the apes,2011,Robert Franklin,2
27279709,rise of the planet of the apes,2011,Gen-Sys,2
89631,the goonies,1985,Goonies,8
89631,the goonies,1985,Willie,3
12673434,thor,2011,Loki,7
12673434,thor,2011,Laufey,6
12673434,thor,2011,Thor,6
12673434,thor,2011,Kissing Jane,4
12673434,thor,2011,Erik Selvig,4
12673434,thor,2011,Mjolnir,4
12673434,thor,2011,Sif,2
1349086,the departed,2006,Colin Sullivan,28
1349086,the departed,2006,Billy Costigan,19
1349086,the departed,2006,Frank Costello,15
1349086,the departed,2006,Brown,5
1349086,the departed,2006,Officer Barrigan,3
1349086,the departed,2006,Madolyn Madden,3
1349086,the departed,2006,Queenan,3
331586,crocodile dundee,1986,Sue Charlton,4
331586,crocodile dundee,1986,Mick,4
331586,crocodile dundee,1986,Richard,3
725459,the exorcist,1973,Regan,12
725459,the exorcist,1973,Damien Karras,10
725459,the exorcist,1973,Chris MacNeil,6
725459,the exorcist,1973,Kinderman,2
725459,the exorcist,1973,Joe Dyer,2
210998,the matrix revolutions,2003,Neo,15
210998,the matrix revolutions,2003,Bane,6
210998,the matrix revolutions,2003,Mjolnir,4
210998,the matrix revolutions,2003,Logos,3
6804043,gladiator,2000,Tommy Riley's,21
6804043,gladiator,2000,Romano,11
6804043,gladiator,2000,Noah,4
6804043,gladiator,2000,Short Cut,3
6804043,gladiator,2000,Abraham,2
471544,blade,1998,Blade,15
471544,blade,1998,Karen Jenson,12
471544,blade,1998,Deacon Frost,9
471544,blade,1998,Abraham Whistler,4
471544,blade,1998,La Magra,3
471544,blade,1998,Quinn,2
30607472,breathless,1960,Sang-hoon,3
30607472,breathless,1960,Han Yeon-hee,2
30607472,breathless,1960,Hyung-in,2
511228,the poseidon adventure,1972,Frank Scott,12
511228,the poseidon adventure,1972,Robin,5
511228,the poseidon adventure,1972,Manny Rosen,4
511228,the poseidon adventure,1972,Susan Shelby,3
511228,the poseidon adventure,1972,Captain Harrison,2
511228,the poseidon adventure,1972,James Martin,2
511228,the poseidon adventure,1972,Linarcos,2
511228,the poseidon adventure,1972,Linda,2
511228,the poseidon adventure,1972,Acres,2
511228,the poseidon adventure,1972,Chai,2
198313,willow,1988,Willow Ufgood,11
198313,willow,1988,Madmartigan,10
198313,willow,1988,Sorsha,8
198313,willow,1988,Nockmaar,6
198313,willow,1988,Kael,5
198313,willow,1988,Elora Danan,4
198313,willow,1988,Airk Thaughbaer,3
198313,willow,1988,Queen Bavmorda,3
198313,willow,1988,Fin Raziel,3
198313,willow,1988,Tir Asleen,2
442308,once upon a time in america,1984,Max Bercovicz,21
442308,once upon a time in america,1984,Noodles,17
442308,once upon a time in america,1984,Deborah Gelly,11
442308,once upon a time in america,1984,"Patrick ""Patsy"" Goldberg",5
442308,once upon a time in america,1984,Bailey,5
442308,once upon a time in america,1984,Fat Moe,3
442308,once upon a time in america,1984,Carol,3
442308,once upon a time in america,1984,Frankie Manoldi,2
442308,once upon a time in america,1984,Joe,2
91133,the karate kid,1984,Daniel LaRusso,23
91133,the karate kid,1984,Johnny Lawrence,16
91133,the karate kid,1984,Miyagi,11
91133,the karate kid,1984,Bobby Brown,3
91133,the karate kid,1984,Ali Mills,2
950929,the haunting,1963,"Eleanor """,14
950929,the haunting,1963,Grace Markway,13
950929,the haunting,1963,Luke Sannerson,8
950929,the haunting,1963,Theodora,7
950929,the haunting,1963,Hill House,4
950929,the haunting,1963,Hugh Crain,3
129368,rain man,1988,Charlie Babbitt,22
129368,rain man,1988,Raymond,12
129368,rain man,1988,Sanford Babbitt's,3
129368,rain man,1988,Gerald R. Bruner,2
129368,rain man,1988,Susanna,2
101914,dog day afternoon,1975,Sonny,33
101914,dog day afternoon,1975,Sal,9
101914,dog day afternoon,1975,Leon Shermer,8
101914,dog day afternoon,1975,Sheldon,5
101914,dog day afternoon,1975,Murphy,4
101914,dog day afternoon,1975,Eugene Moretti,3
101914,dog day afternoon,1975,Angie,3
1917925,what ever happened to baby jane?,1962,Baby Jane Hudson,38
1917925,what ever happened to baby jane?,1962,Edwin Flagg,7
1917925,what ever happened to baby jane?,1962,Bates,2
4846576,american psycho,2000,Bateman ambushes,23
4846576,american psycho,2000,Paul Allen's,9
4846576,american psycho,2000,Patrick Bateman,3
4846576,american psycho,2000,Luis Carruthers,3
4846576,american psycho,2000,Harold,3
4846576,american psycho,2000,Jean,3
4846576,american psycho,2000,Elizabeth,2
4846576,american psycho,2000,Evelyn,2
5735396,invasion of the body snatchers,1978,Matthew Bennell,16
5735396,invasion of the body snatchers,1978,Elizabeth Driscoll,13
5735396,invasion of the body snatchers,1978,David Kibner,5
5735396,invasion of the body snatchers,1978,Nancy,5
5735396,invasion of the body snatchers,1978,Jack Bellicec,4
5735396,invasion of the body snatchers,1978,Geoffrey Howell,2
99463,the french connection,1971,"James ""Popeye"" Doyle",22
99463,the french connection,1971,Alain Charnier,12
99463,the french connection,1971,Sal Boca's,6
99463,the french connection,1971,Russo,6
99463,the french connection,1971,Joel Weinstock,4
99463,the french connection,1971,Henri Devereaux,3
99463,the french connection,1971,Pierre Nicoli,3
99463,the french connection,1971,Angie Boca,3
99463,the french connection,1971,Mulderig,3
99463,the french connection,1971,Lou Boca,3
99463,the french connection,1971,Walt Simonson,2
751724,i spit on your grave,1978,Jennifer Hills,16
751724,i spit on your grave,1978,Matthew hides,13
751724,i spit on your grave,1978,Johnny,9
751724,i spit on your grave,1978,Andy brutally,8
3613070,the man who would be king,1975,Danny flinches,14
3613070,the man who would be king,1975,Peachy Carnehan,4
3613070,the man who would be king,1975,Billy Fish,2
3613070,the man who would be king,1975,Sikander,2
3613070,the man who would be king,1975,Roxanne,2
321496,pirates of the caribbean: the curse of the black pearl,2003,Jack Sparrow,33
321496,pirates of the caribbean: the curse of the black pearl,2003,Captain Barbossa,17
321496,pirates of the caribbean: the curse of the black pearl,2003,Elizabeth,17
321496,pirates of the caribbean: the curse of the black pearl,2003,James Norrington,9
321496,pirates of the caribbean: the curse of the black pearl,2003,"William ""Bootstrap Bill",3
321496,pirates of the caribbean: the curse of the black pearl,2003,Bootstrap Bill's,2
321496,pirates of the caribbean: the curse of the black pearl,2003,Will Turner,2
362719,superman,1978,Lex Luthor,6
362719,superman,1978,Clark,5
362719,superman,1978,Superman,4
362719,superman,1978,Jor-El's,3
362719,superman,1978,Jonathan Kent's,2
362719,superman,1978,Martha Kent,2
362719,superman,1978,Lois Lane,2
1627058,how to steal a million,1966,Simon Dermott,8
1627058,how to steal a million,1966,Nicole Bonnet,7
1627058,how to steal a million,1966,Charles Bonnet,2
1627058,how to steal a million,1966,Davis Leland,2
54175,saturday night fever,1977,Tony Manero,24
54175,saturday night fever,1977,Bobby C's,6
54175,saturday night fever,1977,Joey,5
54175,saturday night fever,1977,Frank Jr.,4
54175,saturday night fever,1977,Bobby C.,4
54175,saturday night fever,1977,Gus,3
54175,saturday night fever,1977,Stephanie Mangano,2
54175,saturday night fever,1977,Pauline,2
33270,when harry met sally...,1989,Harry Burns,17
33270,when harry met sally...,1989,Sally Albright,13
33270,when harry met sally...,1989,Marie,3
33270,when harry met sally...,1989,Jess,2
33270,when harry met sally...,1989,Joe,2
7074043,misery,1990,Paul Sheldon,23
7074043,misery,1990,Annie,13
7074043,misery,1990,Buster,2
7074043,misery,1990,Marcia,2
179825,top gun,1986,"Pete ""Maverick""",14
179825,top gun,1986,"Charlie"" Blackwood",5
179825,top gun,1986,"Tom ""Iceman"" Kasansky &mdash;who",3
179825,top gun,1986,Duke Mitchell,2
179825,top gun,1986,Cougar,2
179825,top gun,1986,Goose,2
23941708,2001: a space odyssey,1968,Hal 9000,16
23941708,2001: a space odyssey,1968,David Bowman,14
23941708,2001: a space odyssey,1968,Heywood R. Floyd,6
23941708,2001: a space odyssey,1968,Joseph Gelmis,2
23941708,2001: a space odyssey,1968,Dave,2
129602,awakenings,1990,Leonard Lowe,17
129602,awakenings,1990,Paula,4
3947,blue velvet,1986,Jeffrey Beaumont,41
3947,blue velvet,1986,Dorothy Vallens,24
3947,blue velvet,1986,Frank Booth,18
3947,blue velvet,1986,Yellow Man's,6
3947,blue velvet,1986,Detective Williams,2
3947,blue velvet,1986,Sandy,2
3947,blue velvet,1986,Ben,2
5878044,picnic at hanging rock,1975,Michael Fitzhubert,12
5878044,picnic at hanging rock,1975,Appleyard,10
5878044,picnic at hanging rock,1975,Irma,9
5878044,picnic at hanging rock,1975,Albert,8
5878044,picnic at hanging rock,1975,Believing Sara,7
5878044,picnic at hanging rock,1975,Miss McGraw,4
5878044,picnic at hanging rock,1975,Lumley,3
5878044,picnic at hanging rock,1975,Marion,3
5878044,picnic at hanging rock,1975,Mlle,3
5878044,picnic at hanging rock,1975,Greta McCraw,2
5878044,picnic at hanging rock,1975,Ben Hussey,2
5878044,picnic at hanging rock,1975,Miranda,2
5878044,picnic at hanging rock,1975,Edith,2
5878044,picnic at hanging rock,1975,Sgt,2
302970,edward scissorhands,1990,Edward,31
302970,edward scissorhands,1990,Kim,12
302970,edward scissorhands,1990,Jim,10
302970,edward scissorhands,1990,Peg Boggs,7
302970,edward scissorhands,1990,Kevin,2
302970,edward scissorhands,1990,Joyce,2
302970,edward scissorhands,1990,Bill,2
1833819,red desert,1964,Valerio,3
1833819,red desert,1964,Giuliana,2
1833819,red desert,1964,Ugo,2
129524,field of dreams,1989,Ray Kinsella,28
129524,field of dreams,1989,Archie Graham,6
129524,field of dreams,1989,Joe Jackson,4
129524,field of dreams,1989,Annie,4
129524,field of dreams,1989,Mark,4
633411,the avengers,1998,Emma Peel,15
633411,the avengers,1998,John Steed,11
633411,the avengers,1998,De Wynter - controlling,8
633411,the avengers,1998,Mrs Peel,4
633411,the avengers,1998,Mother,2
15693005,soul,1981,Viktoria Svobodina,2
15693005,soul,1981,Mashina Vremeni,2
74537,brazil,1985,Sam Lowry,22
74537,brazil,1985,Jill Layton,7
74537,brazil,1985,Jack Lint,4
74537,brazil,1985,Archibald Buttle,2
74537,brazil,1985,Ida,2
8994,das boot,1981,Werner,6
8994,das boot,1981,Thomsen,2
248222,the fast and the furious,2001,Brian O'Conner,41
248222,the fast and the furious,2001,Dominic Toretto,16
248222,the fast and the furious,2001,Johnny Tran,7
248222,the fast and the furious,2001,Vince,7
248222,the fast and the furious,2001,Jesse,6
248222,the fast and the furious,2001,Mia,6
248222,the fast and the furious,2001,"Letty , Dom's",3
248222,the fast and the furious,2001,Bilkins,3
248222,the fast and the furious,2001,Sergeant Tanner,2
248222,the fast and the furious,2001,Leon,2
1880660,"the chronicles of narnia: the lion, the witch and the wardrobe",2005,Lucy,23
1880660,"the chronicles of narnia: the lion, the witch and the wardrobe",2005,Aslan,20
1880660,"the chronicles of narnia: the lion, the witch and the wardrobe",2005,Peter,18
1880660,"the chronicles of narnia: the lion, the witch and the wardrobe",2005,Susan,9
1880660,"the chronicles of narnia: the lion, the witch and the wardrobe",2005,Tumnus,4
1880660,"the chronicles of narnia: the lion, the witch and the wardrobe",2005,Macready,2
1880660,"the chronicles of narnia: the lion, the witch and the wardrobe",2005,Beaver,2
1880660,"the chronicles of narnia: the lion, the witch and the wardrobe",2005,Edmund,2
460442,a bug's life,1998,Princess Dot,4
460442,a bug's life,1998,Atta,4
460442,a bug's life,1998,P.T. Flea,3
460442,a bug's life,1998,Queen,3
12319656,paint your wagon,1969,Ben Rumson,21
12319656,paint your wagon,1969,Elizabeth,12
12319656,paint your wagon,1969,Pardner,10
12319656,paint your wagon,1969,Rotten Luck Willie's,2
12319656,paint your wagon,1969,Jacob Woodling,2
23614710,despicable me,2010,Dr Nefario,4
23614710,despicable me,2010,Vector,4
101935,network,1976,Max Schumacher,9
101935,network,1976,Diana Christensen,8
101935,network,1976,Arthur Jensen,5
101935,network,1976,Frank Hackett,4
101935,network,1976,Christine Chubbuck,2
1930290,barbarella,1968,Barbarella,29
1930290,barbarella,1968,Mathmos,6
1930290,barbarella,1968,Tau Ceti,3
1930290,barbarella,1968,Durand Durand,2
1930290,barbarella,1968,Mark Hand,2
1930290,barbarella,1968,Pygar,2
1836615,through a glass darkly,1961,David  ,19
1836615,through a glass darkly,1961,Martin,6
1210303,constantine,2005,Lucifer,9
1210303,constantine,2005,Gabriel,8
1210303,constantine,2005,Angela Dodson,6
1210303,constantine,2005,Mammon,6
1210303,constantine,2005,John Constantine,5
1210303,constantine,2005,Chas Kramer,5
1210303,constantine,2005,Hennessy,2
358367,pete's dragon,1977,Pete,31
358367,pete's dragon,1977,Elliott,26
358367,pete's dragon,1977,Nora,16
358367,pete's dragon,1977,Paul,7
358367,pete's dragon,1977,Lena Gogan,3
358367,pete's dragon,1977,Willie,2
186856,the omen,1976,Robert Thorn,23
186856,the omen,1976,Damien Thorn,15
186856,the omen,1976,Keith Jennings,4
186856,the omen,1976,Brennan,4
186856,the omen,1976,Antichrist,3
186856,the omen,1976,Katherine,3
186856,the omen,1976,Baylock,3
186856,the omen,1976,Spiletto,2
92689,nausicaä of the valley of the wind,1984,Kushana,5
92689,nausicaä of the valley of the wind,1984,Ohmus,5
92689,nausicaä of the valley of the wind,1984,Lastelle,2
92689,nausicaä of the valley of the wind,1984,Asbel,2
35919373,from here to eternity,1979,Robert E. Lee Prewitt,12
35919373,from here to eternity,1979,Holmes,3
